configuration_id,run_id,checkpoint_path,checkpoint_bytes,shard_index
fft_stats__extra_trees__small__frac_0.60,fft_stats__extra_trees__small__frac_0.60__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__extra_trees__small__frac_0.60__seed3407.joblib,2584599,1
fft_stats__extra_trees__small__frac_0.80,fft_stats__extra_trees__small__frac_0.80__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__extra_trees__small__frac_0.80__seed3407.joblib,2735799,1
fft_stats__extra_trees__small__frac_1.00,fft_stats__extra_trees__small__frac_1.00__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__extra_trees__small__frac_1.00__seed3407.joblib,2811639,1
fft_stats__hist_gradient_boosting__large__frac_0.20,fft_stats__hist_gradient_boosting__large__frac_0.20__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__hist_gradient_boosting__large__frac_0.20__seed3407.joblib,6533597,1
fft_stats__hist_gradient_boosting__large__frac_0.40,fft_stats__hist_gradient_boosting__large__frac_0.40__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__hist_gradient_boosting__large__frac_0.40__seed3407.joblib,11411533,1
fft_stats__hist_gradient_boosting__large__frac_0.60,fft_stats__hist_gradient_boosting__large__frac_0.60__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__hist_gradient_boosting__large__frac_0.60__seed3407.joblib,12546765,1
fft_stats__hist_gradient_boosting__large__frac_0.80,fft_stats__hist_gradient_boosting__large__frac_0.80__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__hist_gradient_boosting__large__frac_0.80__seed3407.joblib,13205101,1
fft_stats__hist_gradient_boosting__large__frac_1.00,fft_stats__hist_gradient_boosting__large__frac_1.00__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__hist_gradient_boosting__large__frac_1.00__seed3407.joblib,13904093,1
fft_stats__hist_gradient_boosting__medium__frac_0.20,fft_stats__hist_gradient_boosting__medium__frac_0.20__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__hist_gradient_boosting__medium__frac_0.20__seed3407.joblib,4366751,1
fft_stats__hist_gradient_boosting__medium__frac_0.40,fft_stats__hist_gradient_boosting__medium__frac_0.40__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__hist_gradient_boosting__medium__frac_0.40__seed3407.joblib,4925407,1
fft_stats__hist_gradient_boosting__medium__frac_0.60,fft_stats__hist_gradient_boosting__medium__frac_0.60__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__hist_gradient_boosting__medium__frac_0.60__seed3407.joblib,5111887,1
fft_stats__hist_gradient_boosting__medium__frac_0.80,fft_stats__hist_gradient_boosting__medium__frac_0.80__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__hist_gradient_boosting__medium__frac_0.80__seed3407.joblib,5116479,1
fft_stats__hist_gradient_boosting__medium__frac_1.00,fft_stats__hist_gradient_boosting__medium__frac_1.00__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__hist_gradient_boosting__medium__frac_1.00__seed3407.joblib,5116479,1
fft_stats__hist_gradient_boosting__small__frac_0.20,fft_stats__hist_gradient_boosting__small__frac_0.20__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__hist_gradient_boosting__small__frac_0.20__seed3407.joblib,1296140,1
fft_stats__hist_gradient_boosting__small__frac_0.40,fft_stats__hist_gradient_boosting__small__frac_0.40__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__hist_gradient_boosting__small__frac_0.40__seed3407.joblib,1296252,1
fft_stats__hist_gradient_boosting__small__frac_0.60,fft_stats__hist_gradient_boosting__small__frac_0.60__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__hist_gradient_boosting__small__frac_0.60__seed3407.joblib,1296252,1
fft_stats__hist_gradient_boosting__small__frac_0.80,fft_stats__hist_gradient_boosting__small__frac_0.80__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__hist_gradient_boosting__small__frac_0.80__seed3407.joblib,1296252,1
fft_stats__hist_gradient_boosting__small__frac_1.00,fft_stats__hist_gradient_boosting__small__frac_1.00__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__hist_gradient_boosting__small__frac_1.00__seed3407.joblib,1296252,1
fft_stats__knn__large__frac_0.20,fft_stats__knn__large__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__knn__large__frac_0.20__seed3407.joblib,162711,0
fft_stats__knn__large__frac_0.40,fft_stats__knn__large__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__knn__large__frac_0.40__seed3407.joblib,321719,0
fft_stats__knn__large__frac_0.60,fft_stats__knn__large__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__knn__large__frac_0.60__seed3407.joblib,480919,0
fft_stats__knn__large__frac_0.80,fft_stats__knn__large__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__knn__large__frac_0.80__seed3407.joblib,639911,0
fft_stats__knn__large__frac_1.00,fft_stats__knn__large__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__knn__large__frac_1.00__seed3407.joblib,798519,0
fft_stats__knn__medium__frac_0.20,fft_stats__knn__medium__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__knn__medium__frac_0.20__seed3407.joblib,85530,0
fft_stats__knn__medium__frac_0.40,fft_stats__knn__medium__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__knn__medium__frac_0.40__seed3407.joblib,168218,0
fft_stats__knn__medium__frac_0.60,fft_stats__knn__medium__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__knn__medium__frac_0.60__seed3407.joblib,251002,0
fft_stats__knn__medium__frac_0.80,fft_stats__knn__medium__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__knn__medium__frac_0.80__seed3407.joblib,333674,0
fft_stats__knn__medium__frac_1.00,fft_stats__knn__medium__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__knn__medium__frac_1.00__seed3407.joblib,416154,0
fft_stats__knn__small__frac_0.20,fft_stats__knn__small__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__knn__small__frac_0.20__seed3407.joblib,137529,0
fft_stats__knn__small__frac_0.40,fft_stats__knn__small__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__knn__small__frac_0.40__seed3407.joblib,271897,0
fft_stats__knn__small__frac_0.60,fft_stats__knn__small__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__knn__small__frac_0.60__seed3407.joblib,413593,0
fft_stats__knn__small__frac_0.80,fft_stats__knn__small__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__knn__small__frac_0.80__seed3407.joblib,540793,0
fft_stats__knn__small__frac_1.00,fft_stats__knn__small__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__knn__small__frac_1.00__seed3407.joblib,696345,0
fft_stats__lda__large__frac_0.20,fft_stats__lda__large__frac_0.20__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__lda__large__frac_0.20__seed3407.joblib,44408,1
fft_stats__lda__large__frac_0.40,fft_stats__lda__large__frac_0.40__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__lda__large__frac_0.40__seed3407.joblib,44408,1
fft_stats__lda__large__frac_0.60,fft_stats__lda__large__frac_0.60__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__lda__large__frac_0.60__seed3407.joblib,44408,1
fft_stats__lda__large__frac_0.80,fft_stats__lda__large__frac_0.80__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__lda__large__frac_0.80__seed3407.joblib,44408,1
fft_stats__lda__large__frac_1.00,fft_stats__lda__large__frac_1.00__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__lda__large__frac_1.00__seed3407.joblib,44408,1
fft_stats__lda__medium__frac_0.20,fft_stats__lda__medium__frac_0.20__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__lda__medium__frac_0.20__seed3407.joblib,9371,1
fft_stats__lda__medium__frac_0.40,fft_stats__lda__medium__frac_0.40__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__lda__medium__frac_0.40__seed3407.joblib,9371,1
fft_stats__lda__medium__frac_0.60,fft_stats__lda__medium__frac_0.60__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__lda__medium__frac_0.60__seed3407.joblib,9371,1
fft_stats__lda__medium__frac_0.80,fft_stats__lda__medium__frac_0.80__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__lda__medium__frac_0.80__seed3407.joblib,9371,1
fft_stats__lda__medium__frac_1.00,fft_stats__lda__medium__frac_1.00__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__lda__medium__frac_1.00__seed3407.joblib,9371,1
fft_stats__lda__small__frac_0.20,fft_stats__lda__small__frac_0.20__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__lda__small__frac_0.20__seed3407.joblib,3599,1
fft_stats__lda__small__frac_0.40,fft_stats__lda__small__frac_0.40__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__lda__small__frac_0.40__seed3407.joblib,3599,1
fft_stats__lda__small__frac_0.60,fft_stats__lda__small__frac_0.60__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__lda__small__frac_0.60__seed3407.joblib,3599,1
fft_stats__lda__small__frac_0.80,fft_stats__lda__small__frac_0.80__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__lda__small__frac_0.80__seed3407.joblib,3599,1
fft_stats__lda__small__frac_1.00,fft_stats__lda__small__frac_1.00__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__lda__small__frac_1.00__seed3407.joblib,3599,1
fft_stats__linear_svm__large__frac_0.20,fft_stats__linear_svm__large__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__linear_svm__large__frac_0.20__seed3407.joblib,5749,0
fft_stats__linear_svm__large__frac_0.40,fft_stats__linear_svm__large__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__linear_svm__large__frac_0.40__seed3407.joblib,5749,0
fft_stats__linear_svm__large__frac_0.60,fft_stats__linear_svm__large__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__linear_svm__large__frac_0.60__seed3407.joblib,5749,0
fft_stats__linear_svm__large__frac_0.80,fft_stats__linear_svm__large__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__linear_svm__large__frac_0.80__seed3407.joblib,5749,0
fft_stats__linear_svm__large__frac_1.00,fft_stats__linear_svm__large__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__linear_svm__large__frac_1.00__seed3407.joblib,5749,0
fft_stats__linear_svm__medium__frac_0.20,fft_stats__linear_svm__medium__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__linear_svm__medium__frac_0.20__seed3407.joblib,3832,0
fft_stats__linear_svm__medium__frac_0.40,fft_stats__linear_svm__medium__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__linear_svm__medium__frac_0.40__seed3407.joblib,3832,0
fft_stats__linear_svm__medium__frac_0.60,fft_stats__linear_svm__medium__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__linear_svm__medium__frac_0.60__seed3407.joblib,3832,0
fft_stats__linear_svm__medium__frac_0.80,fft_stats__linear_svm__medium__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__linear_svm__medium__frac_0.80__seed3407.joblib,3832,0
fft_stats__linear_svm__medium__frac_1.00,fft_stats__linear_svm__medium__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__linear_svm__medium__frac_1.00__seed3407.joblib,3832,0
fft_stats__linear_svm__small__frac_0.20,fft_stats__linear_svm__small__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__linear_svm__small__frac_0.20__seed3407.joblib,2869,0
fft_stats__linear_svm__small__frac_0.40,fft_stats__linear_svm__small__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__linear_svm__small__frac_0.40__seed3407.joblib,2869,0
fft_stats__linear_svm__small__frac_0.60,fft_stats__linear_svm__small__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__linear_svm__small__frac_0.60__seed3407.joblib,2869,0
fft_stats__linear_svm__small__frac_0.80,fft_stats__linear_svm__small__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__linear_svm__small__frac_0.80__seed3407.joblib,2869,0
fft_stats__linear_svm__small__frac_1.00,fft_stats__linear_svm__small__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__linear_svm__small__frac_1.00__seed3407.joblib,2869,0
fft_stats__logistic_regression__large__frac_0.20,fft_stats__logistic_regression__large__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__logistic_regression__large__frac_0.20__seed3407.joblib,5935,0
fft_stats__logistic_regression__large__frac_0.40,fft_stats__logistic_regression__large__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__logistic_regression__large__frac_0.40__seed3407.joblib,5935,0
fft_stats__logistic_regression__large__frac_0.60,fft_stats__logistic_regression__large__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__logistic_regression__large__frac_0.60__seed3407.joblib,5935,0
fft_stats__logistic_regression__large__frac_0.80,fft_stats__logistic_regression__large__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__logistic_regression__large__frac_0.80__seed3407.joblib,5935,0
fft_stats__logistic_regression__large__frac_1.00,fft_stats__logistic_regression__large__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__logistic_regression__large__frac_1.00__seed3407.joblib,5935,0
fft_stats__logistic_regression__medium__frac_0.20,fft_stats__logistic_regression__medium__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__logistic_regression__medium__frac_0.20__seed3407.joblib,4018,0
fft_stats__logistic_regression__medium__frac_0.40,fft_stats__logistic_regression__medium__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__logistic_regression__medium__frac_0.40__seed3407.joblib,4018,0
fft_stats__logistic_regression__medium__frac_0.60,fft_stats__logistic_regression__medium__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__logistic_regression__medium__frac_0.60__seed3407.joblib,4018,0
fft_stats__logistic_regression__medium__frac_0.80,fft_stats__logistic_regression__medium__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__logistic_regression__medium__frac_0.80__seed3407.joblib,4018,0
fft_stats__logistic_regression__medium__frac_1.00,fft_stats__logistic_regression__medium__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__logistic_regression__medium__frac_1.00__seed3407.joblib,4018,0
fft_stats__logistic_regression__small__frac_0.20,fft_stats__logistic_regression__small__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__logistic_regression__small__frac_0.20__seed3407.joblib,3055,0
fft_stats__logistic_regression__small__frac_0.40,fft_stats__logistic_regression__small__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__logistic_regression__small__frac_0.40__seed3407.joblib,3055,0
fft_stats__logistic_regression__small__frac_0.60,fft_stats__logistic_regression__small__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__logistic_regression__small__frac_0.60__seed3407.joblib,3055,0
fft_stats__logistic_regression__small__frac_0.80,fft_stats__logistic_regression__small__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__logistic_regression__small__frac_0.80__seed3407.joblib,3055,0
fft_stats__logistic_regression__small__frac_1.00,fft_stats__logistic_regression__small__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__logistic_regression__small__frac_1.00__seed3407.joblib,3055,0
fft_stats__random_forest__large__frac_0.20,fft_stats__random_forest__large__frac_0.20__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__random_forest__large__frac_0.20__seed3407.joblib,21040285,1
fft_stats__random_forest__large__frac_0.40,fft_stats__random_forest__large__frac_0.40__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__random_forest__large__frac_0.40__seed3407.joblib,37653325,1
fft_stats__random_forest__large__frac_0.60,fft_stats__random_forest__large__frac_0.60__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__random_forest__large__frac_0.60__seed3407.joblib,52861645,1
fft_stats__random_forest__large__frac_0.80,fft_stats__random_forest__large__frac_0.80__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__random_forest__large__frac_0.80__seed3407.joblib,67669405,1
fft_stats__random_forest__large__frac_1.00,fft_stats__random_forest__large__frac_1.00__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__random_forest__large__frac_1.00__seed3407.joblib,81625165,1
fft_stats__random_forest__medium__frac_0.20,fft_stats__random_forest__medium__frac_0.20__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__random_forest__medium__frac_0.20__seed3407.joblib,11098529,1
fft_stats__random_forest__medium__frac_0.40,fft_stats__random_forest__medium__frac_0.40__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__random_forest__medium__frac_0.40__seed3407.joblib,19608689,1
fft_stats__random_forest__medium__frac_0.60,fft_stats__random_forest__medium__frac_0.60__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__random_forest__medium__frac_0.60__seed3407.joblib,26693489,1
fft_stats__random_forest__medium__frac_0.80,fft_stats__random_forest__medium__frac_0.80__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__random_forest__medium__frac_0.80__seed3407.joblib,33438689,1
fft_stats__random_forest__medium__frac_1.00,fft_stats__random_forest__medium__frac_1.00__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__random_forest__medium__frac_1.00__seed3407.joblib,39505169,1
fft_stats__random_forest__small__frac_0.20,fft_stats__random_forest__small__frac_0.20__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__random_forest__small__frac_0.20__seed3407.joblib,2184525,1
fft_stats__random_forest__small__frac_0.40,fft_stats__random_forest__small__frac_0.40__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__random_forest__small__frac_0.40__seed3407.joblib,2781885,1
fft_stats__random_forest__small__frac_0.60,fft_stats__random_forest__small__frac_0.60__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__random_forest__small__frac_0.60__seed3407.joblib,3151485,1
fft_stats__random_forest__small__frac_0.80,fft_stats__random_forest__small__frac_0.80__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__random_forest__small__frac_0.80__seed3407.joblib,3417885,1
fft_stats__random_forest__small__frac_1.00,fft_stats__random_forest__small__frac_1.00__seed3407,classical_shards/shard_1/checkpoints/classical_bank/fft_stats__random_forest__small__frac_1.00__seed3407.joblib,3574605,1
fft_stats__rbf_svm__large__frac_0.20,fft_stats__rbf_svm__large__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__rbf_svm__large__frac_0.20__seed3407.joblib,257527,0
fft_stats__rbf_svm__large__frac_0.40,fft_stats__rbf_svm__large__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__rbf_svm__large__frac_0.40__seed3407.joblib,470983,0
fft_stats__rbf_svm__large__frac_0.60,fft_stats__rbf_svm__large__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__rbf_svm__large__frac_0.60__seed3407.joblib,659735,0
fft_stats__rbf_svm__large__frac_0.80,fft_stats__rbf_svm__large__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__rbf_svm__large__frac_0.80__seed3407.joblib,857687,0
fft_stats__rbf_svm__large__frac_1.00,fft_stats__rbf_svm__large__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__rbf_svm__large__frac_1.00__seed3407.joblib,1037255,0
fft_stats__rbf_svm__medium__frac_0.20,fft_stats__rbf_svm__medium__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__rbf_svm__medium__frac_0.20__seed3407.joblib,166778,0
fft_stats__rbf_svm__medium__frac_0.40,fft_stats__rbf_svm__medium__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__rbf_svm__medium__frac_0.40__seed3407.joblib,307818,0
fft_stats__rbf_svm__medium__frac_0.60,fft_stats__rbf_svm__medium__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__rbf_svm__medium__frac_0.60__seed3407.joblib,442138,0
fft_stats__rbf_svm__medium__frac_0.80,fft_stats__rbf_svm__medium__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__rbf_svm__medium__frac_0.80__seed3407.joblib,572666,0
fft_stats__rbf_svm__medium__frac_1.00,fft_stats__rbf_svm__medium__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__rbf_svm__medium__frac_1.00__seed3407.joblib,691802,0
fft_stats__rbf_svm__small__frac_0.20,fft_stats__rbf_svm__small__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__rbf_svm__small__frac_0.20__seed3407.joblib,132519,0
fft_stats__rbf_svm__small__frac_0.40,fft_stats__rbf_svm__small__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__rbf_svm__small__frac_0.40__seed3407.joblib,241495,0
fft_stats__rbf_svm__small__frac_0.60,fft_stats__rbf_svm__small__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__rbf_svm__small__frac_0.60__seed3407.joblib,351447,0
fft_stats__rbf_svm__small__frac_0.80,fft_stats__rbf_svm__small__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__rbf_svm__small__frac_0.80__seed3407.joblib,452391,0
fft_stats__rbf_svm__small__frac_1.00,fft_stats__rbf_svm__small__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/fft_stats__rbf_svm__small__frac_1.00__seed3407.joblib,556663,0
pca_raw__extra_trees__large__frac_0.20,pca_raw__extra_trees__large__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__extra_trees__large__frac_0.20__seed3407.joblib,65715750,3
pca_raw__extra_trees__large__frac_0.40,pca_raw__extra_trees__large__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__extra_trees__large__frac_0.40__seed3407.joblib,114104310,3
pca_raw__extra_trees__large__frac_0.60,pca_raw__extra_trees__large__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__extra_trees__large__frac_0.60__seed3407.joblib,158383590,3
pca_raw__extra_trees__large__frac_0.80,pca_raw__extra_trees__large__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__extra_trees__large__frac_0.80__seed3407.joblib,201325350,3
pca_raw__extra_trees__large__frac_1.00,pca_raw__extra_trees__large__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__extra_trees__large__frac_1.00__seed3407.joblib,243316710,3
pca_raw__extra_trees__medium__frac_0.20,pca_raw__extra_trees__medium__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__extra_trees__medium__frac_0.20__seed3407.joblib,28749658,3
pca_raw__extra_trees__medium__frac_0.40,pca_raw__extra_trees__medium__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__extra_trees__medium__frac_0.40__seed3407.joblib,45070618,3
pca_raw__extra_trees__medium__frac_0.60,pca_raw__extra_trees__medium__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__extra_trees__medium__frac_0.60__seed3407.joblib,55652218,3
pca_raw__extra_trees__medium__frac_0.80,pca_raw__extra_trees__medium__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__extra_trees__medium__frac_0.80__seed3407.joblib,65221498,3
pca_raw__extra_trees__medium__frac_1.00,pca_raw__extra_trees__medium__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__extra_trees__medium__frac_1.00__seed3407.joblib,72980458,3
pca_raw__extra_trees__small__frac_0.20,pca_raw__extra_trees__small__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__extra_trees__small__frac_0.20__seed3407.joblib,4260470,3
pca_raw__extra_trees__small__frac_0.40,pca_raw__extra_trees__small__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__extra_trees__small__frac_0.40__seed3407.joblib,4687190,3
pca_raw__extra_trees__small__frac_0.60,pca_raw__extra_trees__small__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__extra_trees__small__frac_0.60__seed3407.joblib,5022950,3
pca_raw__extra_trees__small__frac_0.80,pca_raw__extra_trees__small__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__extra_trees__small__frac_0.80__seed3407.joblib,5110310,3
pca_raw__extra_trees__small__frac_1.00,pca_raw__extra_trees__small__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__extra_trees__small__frac_1.00__seed3407.joblib,5144870,3
pca_raw__hist_gradient_boosting__large__frac_0.20,pca_raw__hist_gradient_boosting__large__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__hist_gradient_boosting__large__frac_0.20__seed3407.joblib,15117276,3
pca_raw__hist_gradient_boosting__large__frac_0.40,pca_raw__hist_gradient_boosting__large__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__hist_gradient_boosting__large__frac_0.40__seed3407.joblib,19432748,3
pca_raw__hist_gradient_boosting__large__frac_0.60,pca_raw__hist_gradient_boosting__large__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__hist_gradient_boosting__large__frac_0.60__seed3407.joblib,19917036,3
pca_raw__hist_gradient_boosting__large__frac_0.80,pca_raw__hist_gradient_boosting__large__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__hist_gradient_boosting__large__frac_0.80__seed3407.joblib,20221340,3
pca_raw__hist_gradient_boosting__large__frac_1.00,pca_raw__hist_gradient_boosting__large__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__hist_gradient_boosting__large__frac_1.00__seed3407.joblib,20489356,3
pca_raw__hist_gradient_boosting__medium__frac_0.20,pca_raw__hist_gradient_boosting__medium__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__hist_gradient_boosting__medium__frac_0.20__seed3407.joblib,8703470,3
pca_raw__hist_gradient_boosting__medium__frac_0.40,pca_raw__hist_gradient_boosting__medium__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__hist_gradient_boosting__medium__frac_0.40__seed3407.joblib,9024350,3
