dataset,configuration_id,base_configuration_id,feature_family,feature_capacity,feature_params,classifier,classifier_family,classifier_capacity,classifier_params,train_fraction,subset_seed,protocol_hash,timestamp,model_name,run_id,architecture_family,model_group,is_classical,train_seed,model_size,feature_dim,train_size,clean_accuracy,clean_macro_f1,clean_balanced_accuracy,train_time_sec,param_count,best_val_acc,model_params
UT_HAR,dwt_energy__random_forest__medium__frac_0.20,dwt_energy__random_forest__medium,dwt_energy,medium,"{'wavelet': 'db2', 'levels': 3}",random_forest,tree_ensemble,medium,"{'n_estimators': 300, 'max_depth': 16}",0.2,3407.0,8a3568eb591e,2026-06-20T14:45:59+0000,dwt_energy__random_forest__medium__frac_0.20,dwt_energy__random_forest__medium__frac_0.20__seed3407,classical,tree_ensemble,True,3407,medium,4.0,798.0,0.4578313253012048,0.3362975903335873,0.3388442180387594,0.6782844066619873,,,
UT_HAR,dwt_energy__random_forest__medium__frac_0.40,dwt_energy__random_forest__medium,dwt_energy,medium,"{'wavelet': 'db2', 'levels': 3}",random_forest,tree_ensemble,medium,"{'n_estimators': 300, 'max_depth': 16}",0.4,3407.0,8a3568eb591e,2026-06-20T14:46:17+0000,dwt_energy__random_forest__medium__frac_0.40,dwt_energy__random_forest__medium__frac_0.40__seed3407,classical,tree_ensemble,True,3407,medium,4.0,1593.0,0.4879518072289157,0.3768356490713936,0.3813562319941327,0.7859978675842285,,,
UT_HAR,dwt_energy__random_forest__medium__frac_0.60,dwt_energy__random_forest__medium,dwt_energy,medium,"{'wavelet': 'db2', 'levels': 3}",random_forest,tree_ensemble,medium,"{'n_estimators': 300, 'max_depth': 16}",0.6,3407.0,8a3568eb591e,2026-06-20T14:46:35+0000,dwt_energy__random_forest__medium__frac_0.60,dwt_energy__random_forest__medium__frac_0.60__seed3407,classical,tree_ensemble,True,3407,medium,4.0,2389.0,0.4989959839357429,0.3791150862215185,0.3819695299934065,0.8288791179656982,,,
UT_HAR,dwt_energy__random_forest__medium__frac_0.80,dwt_energy__random_forest__medium,dwt_energy,medium,"{'wavelet': 'db2', 'levels': 3}",random_forest,tree_ensemble,medium,"{'n_estimators': 300, 'max_depth': 16}",0.8,3407.0,8a3568eb591e,2026-06-20T14:46:53+0000,dwt_energy__random_forest__medium__frac_0.80,dwt_energy__random_forest__medium__frac_0.80__seed3407,classical,tree_ensemble,True,3407,medium,4.0,3184.0,0.5040160642570282,0.3724157620835869,0.3768150304295966,1.0197129249572754,,,
UT_HAR,dwt_energy__random_forest__medium__frac_1.00,dwt_energy__random_forest__medium,dwt_energy,medium,"{'wavelet': 'db2', 'levels': 3}",random_forest,tree_ensemble,medium,"{'n_estimators': 300, 'max_depth': 16}",1.0,3407.0,8a3568eb591e,2026-06-20T14:47:12+0000,dwt_energy__random_forest__medium__frac_1.00,dwt_energy__random_forest__medium__frac_1.00__seed3407,classical,tree_ensemble,True,3407,medium,4.0,3977.0,0.5020080321285141,0.3735700665200782,0.3788597842933079,1.0466697216033936,,,
UT_HAR,dwt_energy__random_forest__small__frac_0.20,dwt_energy__random_forest__small,dwt_energy,small,"{'wavelet': 'haar', 'levels': 2}",random_forest,tree_ensemble,small,"{'n_estimators': 100, 'max_depth': 8}",0.2,3407.0,8a3568eb591e,2026-06-20T14:45:18+0000,dwt_energy__random_forest__small__frac_0.20,dwt_energy__random_forest__small__frac_0.20__seed3407,classical,tree_ensemble,True,3407,small,3.0,798.0,0.4447791164658634,0.3311992200349953,0.33471217004209,0.2636666297912597,,,
UT_HAR,dwt_energy__random_forest__small__frac_0.40,dwt_energy__random_forest__small,dwt_energy,small,"{'wavelet': 'haar', 'levels': 2}",random_forest,tree_ensemble,small,"{'n_estimators': 100, 'max_depth': 8}",0.4,3407.0,8a3568eb591e,2026-06-20T14:45:26+0000,dwt_energy__random_forest__small__frac_0.40,dwt_energy__random_forest__small__frac_0.40__seed3407,classical,tree_ensemble,True,3407,small,3.0,1593.0,0.4568273092369478,0.3271209714952233,0.3376907771742009,0.254941463470459,,,
UT_HAR,dwt_energy__random_forest__small__frac_0.60,dwt_energy__random_forest__small,dwt_energy,small,"{'wavelet': 'haar', 'levels': 2}",random_forest,tree_ensemble,small,"{'n_estimators': 100, 'max_depth': 8}",0.6,3407.0,8a3568eb591e,2026-06-20T14:45:34+0000,dwt_energy__random_forest__small__frac_0.60,dwt_energy__random_forest__small__frac_0.60__seed3407,classical,tree_ensemble,True,3407,small,3.0,2389.0,0.464859437751004,0.3327218448814519,0.3407306661907604,0.2535789012908935,,,
UT_HAR,dwt_energy__random_forest__small__frac_0.80,dwt_energy__random_forest__small,dwt_energy,small,"{'wavelet': 'haar', 'levels': 2}",random_forest,tree_ensemble,small,"{'n_estimators': 100, 'max_depth': 8}",0.8,3407.0,8a3568eb591e,2026-06-20T14:45:42+0000,dwt_energy__random_forest__small__frac_0.80,dwt_energy__random_forest__small__frac_0.80__seed3407,classical,tree_ensemble,True,3407,small,3.0,3184.0,0.4879518072289157,0.359955130941914,0.3646246663188736,0.2474730014801025,,,
UT_HAR,dwt_energy__random_forest__small__frac_1.00,dwt_energy__random_forest__small,dwt_energy,small,"{'wavelet': 'haar', 'levels': 2}",random_forest,tree_ensemble,small,"{'n_estimators': 100, 'max_depth': 8}",1.0,3407.0,8a3568eb591e,2026-06-20T14:45:50+0000,dwt_energy__random_forest__small__frac_1.00,dwt_energy__random_forest__small__frac_1.00__seed3407,classical,tree_ensemble,True,3407,small,3.0,3977.0,0.4819277108433735,0.3551482950633143,0.3661254240897366,0.2899808883666992,,,
UT_HAR,dwt_energy__rbf_svm__large__frac_0.20,dwt_energy__rbf_svm__large,dwt_energy,large,"{'wavelet': 'sym2', 'levels': 4}",rbf_svm,kernel_svm,large,"{'C': 8.0, 'gamma': 'auto'}",0.2,3407.0,8a3568eb591e,2026-06-20T14:43:01+0000,dwt_energy__rbf_svm__large__frac_0.20,dwt_energy__rbf_svm__large__frac_0.20__seed3407,classical,kernel_svm,True,3407,large,5.0,798.0,0.4889558232931726,0.3585505351732765,0.3792374112009953,0.0646314620971679,,,
UT_HAR,dwt_energy__rbf_svm__large__frac_0.40,dwt_energy__rbf_svm__large,dwt_energy,large,"{'wavelet': 'sym2', 'levels': 4}",rbf_svm,kernel_svm,large,"{'C': 8.0, 'gamma': 'auto'}",0.4,3407.0,8a3568eb591e,2026-06-20T14:43:07+0000,dwt_energy__rbf_svm__large__frac_0.40,dwt_energy__rbf_svm__large__frac_0.40__seed3407,classical,kernel_svm,True,3407,large,5.0,1593.0,0.4949799196787148,0.3655679530418014,0.3868276265534904,0.1481897830963134,,,
UT_HAR,dwt_energy__rbf_svm__large__frac_0.60,dwt_energy__rbf_svm__large,dwt_energy,large,"{'wavelet': 'sym2', 'levels': 4}",rbf_svm,kernel_svm,large,"{'C': 8.0, 'gamma': 'auto'}",0.6,3407.0,8a3568eb591e,2026-06-20T14:43:19+0000,dwt_energy__rbf_svm__large__frac_0.60,dwt_energy__rbf_svm__large__frac_0.60__seed3407,classical,kernel_svm,True,3407,large,5.0,2389.0,0.5060240963855421,0.3821784004341516,0.3997831548288147,0.2675275802612304,,,
UT_HAR,dwt_energy__rbf_svm__large__frac_0.80,dwt_energy__rbf_svm__large,dwt_energy,large,"{'wavelet': 'sym2', 'levels': 4}",rbf_svm,kernel_svm,large,"{'C': 8.0, 'gamma': 'auto'}",0.8,3407.0,8a3568eb591e,2026-06-20T14:43:36+0000,dwt_energy__rbf_svm__large__frac_0.80,dwt_energy__rbf_svm__large__frac_0.80__seed3407,classical,kernel_svm,True,3407,large,5.0,3184.0,0.5080321285140562,0.3754684291729982,0.3930856331697426,0.4173126220703125,,,
UT_HAR,dwt_energy__rbf_svm__large__frac_1.00,dwt_energy__rbf_svm__large,dwt_energy,large,"{'wavelet': 'sym2', 'levels': 4}",rbf_svm,kernel_svm,large,"{'C': 8.0, 'gamma': 'auto'}",1.0,3407.0,8a3568eb591e,2026-06-20T14:43:58+0000,dwt_energy__rbf_svm__large__frac_1.00,dwt_energy__rbf_svm__large__frac_1.00__seed3407,classical,kernel_svm,True,3407,large,5.0,3977.0,0.5060240963855421,0.3537490030939588,0.3851386618913005,0.6721649169921875,,,
UT_HAR,dwt_energy__rbf_svm__medium__frac_0.20,dwt_energy__rbf_svm__medium,dwt_energy,medium,"{'wavelet': 'db2', 'levels': 3}",rbf_svm,kernel_svm,medium,"{'C': 2.0, 'gamma': 'scale'}",0.2,3407.0,8a3568eb591e,2026-06-20T14:41:38+0000,dwt_energy__rbf_svm__medium__frac_0.20,dwt_energy__rbf_svm__medium__frac_0.20__seed3407,classical,kernel_svm,True,3407,medium,4.0,798.0,0.4759036144578313,0.3119128622132972,0.3575166690985431,0.0637590885162353,,,
UT_HAR,dwt_energy__rbf_svm__medium__frac_0.40,dwt_energy__rbf_svm__medium,dwt_energy,medium,"{'wavelet': 'db2', 'levels': 3}",rbf_svm,kernel_svm,medium,"{'C': 2.0, 'gamma': 'scale'}",0.4,3407.0,8a3568eb591e,2026-06-20T14:41:45+0000,dwt_energy__rbf_svm__medium__frac_0.40,dwt_energy__rbf_svm__medium__frac_0.40__seed3407,classical,kernel_svm,True,3407,medium,4.0,1593.0,0.4889558232931726,0.3281060339067444,0.3705481810482066,0.1745429039001464,,,
UT_HAR,dwt_energy__rbf_svm__medium__frac_0.60,dwt_energy__rbf_svm__medium,dwt_energy,medium,"{'wavelet': 'db2', 'levels': 3}",rbf_svm,kernel_svm,medium,"{'C': 2.0, 'gamma': 'scale'}",0.6,3407.0,8a3568eb591e,2026-06-20T14:41:56+0000,dwt_energy__rbf_svm__medium__frac_0.60,dwt_energy__rbf_svm__medium__frac_0.60__seed3407,classical,kernel_svm,True,3407,medium,4.0,2389.0,0.4879518072289157,0.321295589349368,0.3666368387074896,0.2602815628051758,,,
UT_HAR,dwt_energy__rbf_svm__medium__frac_0.80,dwt_energy__rbf_svm__medium,dwt_energy,medium,"{'wavelet': 'db2', 'levels': 3}",rbf_svm,kernel_svm,medium,"{'C': 2.0, 'gamma': 'scale'}",0.8,3407.0,8a3568eb591e,2026-06-20T14:42:13+0000,dwt_energy__rbf_svm__medium__frac_0.80,dwt_energy__rbf_svm__medium__frac_0.80__seed3407,classical,kernel_svm,True,3407,medium,4.0,3184.0,0.4899598393574297,0.3197141596028408,0.3681103878572389,0.4113786220550537,,,
UT_HAR,dwt_energy__rbf_svm__medium__frac_1.00,dwt_energy__rbf_svm__medium,dwt_energy,medium,"{'wavelet': 'db2', 'levels': 3}",rbf_svm,kernel_svm,medium,"{'C': 2.0, 'gamma': 'scale'}",1.0,3407.0,8a3568eb591e,2026-06-20T14:42:35+0000,dwt_energy__rbf_svm__medium__frac_1.00,dwt_energy__rbf_svm__medium__frac_1.00__seed3407,classical,kernel_svm,True,3407,medium,4.0,3977.0,0.4939759036144578,0.3249815896408562,0.373553862316382,0.5908684730529785,,,
UT_HAR,dwt_energy__rbf_svm__small__frac_0.20,dwt_energy__rbf_svm__small,dwt_energy,small,"{'wavelet': 'haar', 'levels': 2}",rbf_svm,kernel_svm,small,"{'C': 0.5, 'gamma': 'scale'}",0.2,3407.0,8a3568eb591e,2026-06-20T14:40:10+0000,dwt_energy__rbf_svm__small__frac_0.20,dwt_energy__rbf_svm__small__frac_0.20__seed3407,classical,kernel_svm,True,3407,small,3.0,798.0,0.4417670682730923,0.2551633984734495,0.3143349336127629,0.0656273365020752,,,
UT_HAR,dwt_energy__rbf_svm__small__frac_0.40,dwt_energy__rbf_svm__small,dwt_energy,small,"{'wavelet': 'haar', 'levels': 2}",rbf_svm,kernel_svm,small,"{'C': 0.5, 'gamma': 'scale'}",0.4,3407.0,8a3568eb591e,2026-06-20T14:40:17+0000,dwt_energy__rbf_svm__small__frac_0.40,dwt_energy__rbf_svm__small__frac_0.40__seed3407,classical,kernel_svm,True,3407,small,3.0,1593.0,0.4467871485943775,0.2826887157965896,0.3324181587022492,0.176142930984497,,,
UT_HAR,dwt_energy__rbf_svm__small__frac_0.60,dwt_energy__rbf_svm__small,dwt_energy,small,"{'wavelet': 'haar', 'levels': 2}",rbf_svm,kernel_svm,small,"{'C': 0.5, 'gamma': 'scale'}",0.6,3407.0,8a3568eb591e,2026-06-20T14:40:28+0000,dwt_energy__rbf_svm__small__frac_0.60,dwt_energy__rbf_svm__small__frac_0.60__seed3407,classical,kernel_svm,True,3407,small,3.0,2389.0,0.4508032128514056,0.2873629231326728,0.3297958712381733,0.2747817039489746,,,
UT_HAR,dwt_energy__rbf_svm__small__frac_0.80,dwt_energy__rbf_svm__small,dwt_energy,small,"{'wavelet': 'haar', 'levels': 2}",rbf_svm,kernel_svm,small,"{'C': 0.5, 'gamma': 'scale'}",0.8,3407.0,8a3568eb591e,2026-06-20T14:40:46+0000,dwt_energy__rbf_svm__small__frac_0.80,dwt_energy__rbf_svm__small__frac_0.80__seed3407,classical,kernel_svm,True,3407,small,3.0,3184.0,0.4628514056224899,0.3042869384578629,0.3502030527624747,0.4548420906066894,,,
UT_HAR,dwt_energy__rbf_svm__small__frac_1.00,dwt_energy__rbf_svm__small,dwt_energy,small,"{'wavelet': 'haar', 'levels': 2}",rbf_svm,kernel_svm,small,"{'C': 0.5, 'gamma': 'scale'}",1.0,3407.0,8a3568eb591e,2026-06-20T14:41:10+0000,dwt_energy__rbf_svm__small__frac_1.00,dwt_energy__rbf_svm__small__frac_1.00__seed3407,classical,kernel_svm,True,3407,small,3.0,3977.0,0.466867469879518,0.3082326627807847,0.3581768162191697,0.6067848205566406,,,
UT_HAR,fft_stats__extra_trees__large__frac_0.20,fft_stats__extra_trees__large,fft_stats,large,"{'bands': 16, 'statistics': ['mean', 'std', 'energy']}",extra_trees,tree_ensemble,large,"{'n_estimators': 600, 'max_depth': None}",0.2,3407.0,8a3568eb591e,2026-06-20T13:12:40+0000,fft_stats__extra_trees__large__frac_0.20,fft_stats__extra_trees__large__frac_0.20__seed3407,classical,tree_ensemble,True,3407,large,48.0,798.0,0.7178714859437751,0.5924825936105388,0.5932916763494356,1.390605926513672,,,
UT_HAR,fft_stats__extra_trees__large__frac_0.40,fft_stats__extra_trees__large,fft_stats,large,"{'bands': 16, 'statistics': ['mean', 'std', 'energy']}",extra_trees,tree_ensemble,large,"{'n_estimators': 600, 'max_depth': None}",0.4,3407.0,8a3568eb591e,2026-06-20T13:13:14+0000,fft_stats__extra_trees__large__frac_0.40,fft_stats__extra_trees__large__frac_0.40__seed3407,classical,tree_ensemble,True,3407,large,48.0,1593.0,0.7740963855421686,0.662271528421598,0.663637831177916,1.3275384902954102,,,
UT_HAR,fft_stats__extra_trees__large__frac_0.60,fft_stats__extra_trees__large,fft_stats,large,"{'bands': 16, 'statistics': ['mean', 'std', 'energy']}",extra_trees,tree_ensemble,large,"{'n_estimators': 600, 'max_depth': None}",0.6,3407.0,8a3568eb591e,2026-06-20T13:13:53+0000,fft_stats__extra_trees__large__frac_0.60,fft_stats__extra_trees__large__frac_0.60__seed3407,classical,tree_ensemble,True,3407,large,48.0,2389.0,0.7921686746987951,0.679891632272095,0.6848523961171814,2.410097122192383,,,
UT_HAR,fft_stats__extra_trees__large__frac_0.80,fft_stats__extra_trees__large,fft_stats,large,"{'bands': 16, 'statistics': ['mean', 'std', 'energy']}",extra_trees,tree_ensemble,large,"{'n_estimators': 600, 'max_depth': None}",0.8,3407.0,8a3568eb591e,2026-06-20T13:14:31+0000,fft_stats__extra_trees__large__frac_0.80,fft_stats__extra_trees__large__frac_0.80__seed3407,classical,tree_ensemble,True,3407,large,48.0,3184.0,0.8042168674698795,0.6858444307832553,0.694658633443136,1.7581517696380615,,,
UT_HAR,fft_stats__extra_trees__large__frac_1.00,fft_stats__extra_trees__large,fft_stats,large,"{'bands': 16, 'statistics': ['mean', 'std', 'energy']}",extra_trees,tree_ensemble,large,"{'n_estimators': 600, 'max_depth': None}",1.0,3407.0,8a3568eb591e,2026-06-20T13:15:11+0000,fft_stats__extra_trees__large__frac_1.00,fft_stats__extra_trees__large__frac_1.00__seed3407,classical,tree_ensemble,True,3407,large,48.0,3977.0,0.8102409638554217,0.7083681482257074,0.708344833732714,1.8493404388427728,,,
UT_HAR,fft_stats__extra_trees__medium__frac_0.20,fft_stats__extra_trees__medium,fft_stats,medium,"{'bands': 8, 'statistics': ['mean', 'std', 'energy']}",extra_trees,tree_ensemble,medium,"{'n_estimators': 300, 'max_depth': 16}",0.2,3407.0,8a3568eb591e,2026-06-20T13:10:57+0000,fft_stats__extra_trees__medium__frac_0.20,fft_stats__extra_trees__medium__frac_0.20__seed3407,classical,tree_ensemble,True,3407,medium,24.0,798.0,0.7198795180722891,0.5940956482449105,0.600784692144171,0.5641193389892578,,,
UT_HAR,fft_stats__extra_trees__medium__frac_0.40,fft_stats__extra_trees__medium,fft_stats,medium,"{'bands': 8, 'statistics': ['mean', 'std', 'energy']}",extra_trees,tree_ensemble,medium,"{'n_estimators': 300, 'max_depth': 16}",0.4,3407.0,8a3568eb591e,2026-06-20T13:11:15+0000,fft_stats__extra_trees__medium__frac_0.40,fft_stats__extra_trees__medium__frac_0.40__seed3407,classical,tree_ensemble,True,3407,medium,24.0,1593.0,0.7590361445783133,0.6358235770575847,0.6439710307317572,0.6611838340759277,,,
UT_HAR,fft_stats__extra_trees__medium__frac_0.60,fft_stats__extra_trees__medium,fft_stats,medium,"{'bands': 8, 'statistics': ['mean', 'std', 'energy']}",extra_trees,tree_ensemble,medium,"{'n_estimators': 300, 'max_depth': 16}",0.6,3407.0,8a3568eb591e,2026-06-20T13:11:33+0000,fft_stats__extra_trees__medium__frac_0.60,fft_stats__extra_trees__medium__frac_0.60__seed3407,classical,tree_ensemble,True,3407,medium,24.0,2389.0,0.7841365461847389,0.6644457028460826,0.6726702789448954,0.6618945598602295,,,
UT_HAR,fft_stats__extra_trees__medium__frac_0.80,fft_stats__extra_trees__medium,fft_stats,medium,"{'bands': 8, 'statistics': ['mean', 'std', 'energy']}",extra_trees,tree_ensemble,medium,"{'n_estimators': 300, 'max_depth': 16}",0.8,3407.0,8a3568eb591e,2026-06-20T13:11:58+0000,fft_stats__extra_trees__medium__frac_0.80,fft_stats__extra_trees__medium__frac_0.80__seed3407,classical,tree_ensemble,True,3407,medium,24.0,3184.0,0.7981927710843374,0.6864849988638476,0.6934375044009938,0.933218240737915,,,
UT_HAR,fft_stats__extra_trees__medium__frac_1.00,fft_stats__extra_trees__medium,fft_stats,medium,"{'bands': 8, 'statistics': ['mean', 'std', 'energy']}",extra_trees,tree_ensemble,medium,"{'n_estimators': 300, 'max_depth': 16}",1.0,3407.0,8a3568eb591e,2026-06-20T13:12:20+0000,fft_stats__extra_trees__medium__frac_1.00,fft_stats__extra_trees__medium__frac_1.00__seed3407,classical,tree_ensemble,True,3407,medium,24.0,3977.0,0.8012048192771084,0.6960138225782057,0.699430935589924,0.8927114009857178,,,
UT_HAR,fft_stats__extra_trees__small__frac_0.20,fft_stats__extra_trees__small,fft_stats,small,"{'bands': 4, 'statistics': ['mean', 'std', 'energy']}",extra_trees,tree_ensemble,small,"{'n_estimators': 100, 'max_depth': 8}",0.2,3407.0,8a3568eb591e,2026-06-20T13:10:17+0000,fft_stats__extra_trees__small__frac_0.20,fft_stats__extra_trees__small__frac_0.20__seed3407,classical,tree_ensemble,True,3407,small,12.0,798.0,0.642570281124498,0.5022960118403469,0.505697830389655,0.2215785980224609,,,
UT_HAR,fft_stats__extra_trees__small__frac_0.40,fft_stats__extra_trees__small,fft_stats,small,"{'bands': 4, 'statistics': ['mean', 'std', 'energy']}",extra_trees,tree_ensemble,small,"{'n_estimators': 100, 'max_depth': 8}",0.4,3407.0,8a3568eb591e,2026-06-20T13:10:24+0000,fft_stats__extra_trees__small__frac_0.40,fft_stats__extra_trees__small__frac_0.40__seed3407,classical,tree_ensemble,True,3407,small,12.0,1593.0,0.6686746987951807,0.5358609612280582,0.536400988024243,0.2304151058197021,,,
UT_HAR,fft_stats__extra_trees__small__frac_0.60,fft_stats__extra_trees__small,fft_stats,small,"{'bands': 4, 'statistics': ['mean', 'std', 'energy']}",extra_trees,tree_ensemble,small,"{'n_estimators': 100, 'max_depth': 8}",0.6,3407.0,8a3568eb591e,2026-06-20T13:10:32+0000,fft_stats__extra_trees__small__frac_0.60,fft_stats__extra_trees__small__frac_0.60__seed3407,classical,tree_ensemble,True,3407,small,12.0,2389.0,0.6636546184738956,0.520057504011136,0.5218616915712406,0.3212614059448242,,,
UT_HAR,fft_stats__extra_trees__small__frac_0.80,fft_stats__extra_trees__small,fft_stats,small,"{'bands': 4, 'statistics': ['mean', 'std', 'energy']}",extra_trees,tree_ensemble,small,"{'n_estimators': 100, 'max_depth': 8}",0.8,3407.0,8a3568eb591e,2026-06-20T13:10:41+0000,fft_stats__extra_trees__small__frac_0.80,fft_stats__extra_trees__small__frac_0.80__seed3407,classical,tree_ensemble,True,3407,small,12.0,3184.0,0.6666666666666666,0.5240851992929747,0.5232967731499178,0.2069661617279052,,,
UT_HAR,fft_stats__extra_trees__small__frac_1.00,fft_stats__extra_trees__small,fft_stats,small,"{'bands': 4, 'statistics': ['mean', 'std', 'energy']}",extra_trees,tree_ensemble,small,"{'n_estimators': 100, 'max_depth': 8}",1.0,3407.0,8a3568eb591e,2026-06-20T13:10:48+0000,fft_stats__extra_trees__small__frac_1.00,fft_stats__extra_trees__small__frac_1.00__seed3407,classical,tree_ensemble,True,3407,small,12.0,3977.0,0.6726907630522089,0.5384991241692424,0.5346311937675132,0.2026333808898925,,,
UT_HAR,fft_stats__hist_gradient_boosting__large__frac_0.20,fft_stats__hist_gradient_boosting__large,fft_stats,large,"{'bands': 16, 'statistics': ['mean', 'std', 'energy']}",hist_gradient_boosting,boosting,large,"{'max_iter': 350, 'max_leaf_nodes': 63, 'learning_rate': 0.04}",0.2,3407.0,8a3568eb591e,2026-06-20T14:31:11+0000,fft_stats__hist_gradient_boosting__large__frac_0.20,fft_stats__hist_gradient_boosting__large__frac_0.20__seed3407,classical,boosting,True,3407,large,48.0,798.0,0.7158634538152611,0.5943520037609168,0.5935259038028831,20.112684726715088,,,
UT_HAR,fft_stats__hist_gradient_boosting__large__frac_0.40,fft_stats__hist_gradient_boosting__large,fft_stats,large,"{'bands': 16, 'statistics': ['mean', 'std', 'energy']}",hist_gradient_boosting,boosting,large,"{'max_iter': 350, 'max_leaf_nodes': 63, 'learning_rate': 0.04}",0.4,3407.0,8a3568eb591e,2026-06-20T14:33:54+0000,fft_stats__hist_gradient_boosting__large__frac_0.40,fft_stats__hist_gradient_boosting__large__frac_0.40__seed3407,classical,boosting,True,3407,large,48.0,1593.0,0.7700803212851406,0.6631837501054568,0.6624076285565215,12.05121684074402,,,
UT_HAR,fft_stats__hist_gradient_boosting__large__frac_0.60,fft_stats__hist_gradient_boosting__large,fft_stats,large,"{'bands': 16, 'statistics': ['mean', 'std', 'energy']}",hist_gradient_boosting,boosting,large,"{'max_iter': 350, 'max_leaf_nodes': 63, 'learning_rate': 0.04}",0.6,3407.0,8a3568eb591e,2026-06-20T14:34:55+0000,fft_stats__hist_gradient_boosting__large__frac_0.60,fft_stats__hist_gradient_boosting__large__frac_0.60__seed3407,classical,boosting,True,3407,large,48.0,2389.0,0.7961847389558233,0.6995536333319144,0.6964895300252294,14.803747415542604,,,
UT_HAR,fft_stats__hist_gradient_boosting__large__frac_0.80,fft_stats__hist_gradient_boosting__large,fft_stats,large,"{'bands': 16, 'statistics': ['mean', 'std', 'energy']}",hist_gradient_boosting,boosting,large,"{'max_iter': 350, 'max_leaf_nodes': 63, 'learning_rate': 0.04}",0.8,3407.0,8a3568eb591e,2026-06-20T14:36:01+0000,fft_stats__hist_gradient_boosting__large__frac_0.80,fft_stats__hist_gradient_boosting__large__frac_0.80__seed3407,classical,boosting,True,3407,large,48.0,3184.0,0.8152610441767069,0.7216121150733487,0.7190837179871075,16.43084716796875,,,
UT_HAR,fft_stats__hist_gradient_boosting__large__frac_1.00,fft_stats__hist_gradient_boosting__large,fft_stats,large,"{'bands': 16, 'statistics': ['mean', 'std', 'energy']}",hist_gradient_boosting,boosting,large,"{'max_iter': 350, 'max_leaf_nodes': 63, 'learning_rate': 0.04}",1.0,3407.0,8a3568eb591e,2026-06-20T14:37:08+0000,fft_stats__hist_gradient_boosting__large__frac_1.00,fft_stats__hist_gradient_boosting__large__frac_1.00__seed3407,classical,boosting,True,3407,large,48.0,3977.0,0.8162650602409639,0.7247065867006072,0.7214569372066305,18.080565214157104,,,
UT_HAR,fft_stats__hist_gradient_boosting__medium__frac_0.20,fft_stats__hist_gradient_boosting__medium,fft_stats,medium,"{'bands': 8, 'statistics': ['mean', 'std', 'energy']}",hist_gradient_boosting,boosting,medium,"{'max_iter': 200, 'max_leaf_nodes': 31, 'learning_rate': 0.06}",0.2,3407.0,8a3568eb591e,2026-06-20T14:26:26+0000,fft_stats__hist_gradient_boosting__medium__frac_0.20,fft_stats__hist_gradient_boosting__medium__frac_0.20__seed3407,classical,boosting,True,3407,medium,24.0,798.0,0.7128514056224899,0.6019549710094384,0.5996490099169337,22.332282781600952,,,
UT_HAR,fft_stats__hist_gradient_boosting__medium__frac_0.40,fft_stats__hist_gradient_boosting__medium,fft_stats,medium,"{'bands': 8, 'statistics': ['mean', 'std', 'energy']}",hist_gradient_boosting,boosting,medium,"{'max_iter': 200, 'max_leaf_nodes': 31, 'learning_rate': 0.06}",0.4,3407.0,8a3568eb591e,2026-06-20T14:28:50+0000,fft_stats__hist_gradient_boosting__medium__frac_0.40,fft_stats__hist_gradient_boosting__medium__frac_0.40__seed3407,classical,boosting,True,3407,medium,24.0,1593.0,0.7640562248995983,0.6528568718377257,0.656135688385139,3.821158409118652,,,
UT_HAR,fft_stats__hist_gradient_boosting__medium__frac_0.60,fft_stats__hist_gradient_boosting__medium,fft_stats,medium,"{'bands': 8, 'statistics': ['mean', 'std', 'energy']}",hist_gradient_boosting,boosting,medium,"{'max_iter': 200, 'max_leaf_nodes': 31, 'learning_rate': 0.06}",0.6,3407.0,8a3568eb591e,2026-06-20T14:29:20+0000,fft_stats__hist_gradient_boosting__medium__frac_0.60,fft_stats__hist_gradient_boosting__medium__frac_0.60__seed3407,classical,boosting,True,3407,medium,24.0,2389.0,0.7931726907630522,0.6804104415932754,0.6846595487350194,4.349156141281128,,,
UT_HAR,fft_stats__hist_gradient_boosting__medium__frac_0.80,fft_stats__hist_gradient_boosting__medium,fft_stats,medium,"{'bands': 8, 'statistics': ['mean', 'std', 'energy']}",hist_gradient_boosting,boosting,medium,"{'max_iter': 200, 'max_leaf_nodes': 31, 'learning_rate': 0.06}",0.8,3407.0,8a3568eb591e,2026-06-20T14:29:52+0000,fft_stats__hist_gradient_boosting__medium__frac_0.80,fft_stats__hist_gradient_boosting__medium__frac_0.80__seed3407,classical,boosting,True,3407,medium,24.0,3184.0,0.8002008032128514,0.6962760491366746,0.6961309715676991,4.40680193901062,,,
UT_HAR,fft_stats__hist_gradient_boosting__medium__frac_1.00,fft_stats__hist_gradient_boosting__medium,fft_stats,medium,"{'bands': 8, 'statistics': ['mean', 'std', 'energy']}",hist_gradient_boosting,boosting,medium,"{'max_iter': 200, 'max_leaf_nodes': 31, 'learning_rate': 0.06}",1.0,3407.0,8a3568eb591e,2026-06-20T14:30:24+0000,fft_stats__hist_gradient_boosting__medium__frac_1.00,fft_stats__hist_gradient_boosting__medium__frac_1.00__seed3407,classical,boosting,True,3407,medium,24.0,3977.0,0.8072289156626506,0.7179849994417161,0.7149011276319291,4.616404294967651,,,
